label,group,description,value,unit,rationale,reference,link
Fact_I_S_metal_steel_primary_fueloil_fec_2018,ui,EEV Heizöl Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),95277.77777777778,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 54 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_lpg_fec_2018,ui,EEV LPG Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),2222.222222222222,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 54 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_opetpro_fec_2018,ui,EEV Sonstige Mineralölprodukte Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),329722.2222222222,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 54 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_gas_fec_2018,ui,EEV Erdgas Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),42622500,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 54 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_biomass_fec_2018,ui,EEV Biomasse Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),0,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 54 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_orenew_fec_2018,ui,EEV Sonstige EE Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),0,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 54 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_ofossil_fec_2018,ui,EEV Sonstige fossile Energieträger Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),0,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 54 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_elec_fec_2018,ui,EEV Strom Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),18945833.333333332,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 54 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_primary_heatnet_fec_2018,ui,EEV Fernwärme Stahlerzeugung Primärroute inkl. Warmwalzen 2021 (WZ 20.1),151388.88888888888,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 54 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_coal_fec_2018,ui,EEV Kohle Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 54 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_diesel_fec_2018,ui,EEV Diesel Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 54 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_fueloil_fec_2018,ui,EEV Heizöl Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 54 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_lpg_fec_2018,ui,EEV LPG Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 54 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_opetpro_fec_2018,ui,EEV Sonstige Mineralölprodukte Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 54 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_biomass_fec_2018,ui,EEV Biomasse Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 54 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_orenew_fec_2018,ui,EEV Sonstige EE Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 54 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_ofossil_fec_2018,ui,EEV Sonstige fossile Energieträger Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 54 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_steel_secondary_heatnet_fec_2018,ui,EEV Fernwärme Stahlerzeugung Sekundärroute inkl. Warmwalzen 2021 (WZ 24.1),0,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 54 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_coal_fec_2018,ui,"EEV Kohle Nichteisenmetalle 2021 (WZ 24.4, 24.5)",2468333.3333333335,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 55 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_diesel_fec_2018,ui,"EEV Diesel Nichteisenmetalle 2021 (WZ 24.4, 24.5)",555.5555555555555,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 55 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_fueloil_fec_2018,ui,"EEV Heizöl Nichteisenmetalle 2021 (WZ 24.4, 24.5)",199444.44444444444,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 55 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_lpg_fec_2018,ui,"EEV LPG Nichteisenmetalle 2021 (WZ 24.4, 24.5)",29166.666666666664,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 55 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_opetpro_fec_2018,ui,"EEV Sonstige Mineralölprodukte Nichteisenmetalle 2021 (WZ 24.4, 24.5)",365833.3333333333,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 55 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_gas_fec_2018,ui,"EEV Erdgas Nichteisenmetalle 2021 (WZ 24.4, 24.5)",10993055.555555556,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 55 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_biomass_fec_2018,ui,"EEV Biomasse Nichteisenmetalle 2021 (WZ 24.4, 24.5)",1666.6666666666665,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 55 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_orenew_fec_2018,ui,"EEV Sonstige EE Nichteisenmetalle 2021 (WZ 24.4, 24.5)",0,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 55 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_ofossil_fec_2018,ui,"EEV Sonstige fosssile Energieträger Nichteisenmetalle 2021 (WZ 24.4, 24.5)",278888.8888888889,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 55 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_elec_fec_2018,ui,"EEV Strom Nichteisenmetalle 2021 (WZ 24.4, 24.5)",18565833.333333332,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 55 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_metal_nonfe_heatnet_fec_2018,ui,"EEV Fernwärme Nichteisenmetalle 2021 (WZ 24.4, 24.5)",214722.22222222222,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 55 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_coal_fec_2018,ui,EEV Kohle Papierindustrie 2021 (WZ 17),2359444.4444444445,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 48 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_diesel_fec_2018,ui,EEV Diesel Papierindustrie 2021 (WZ 17),555.5555555555555,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 48 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_fueloil_fec_2018,ui,EEV Heizöl Papierindustrie 2021 (WZ 17),253055.55555555556,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 48 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_lpg_fec_2018,ui,EEV LPG Papierindustrie 2021 (WZ 17),16666.666666666668,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 48 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_opetpro_fec_2018,ui,EEV Sonstige Mineralölprodukte Papierindustrie 2021 (WZ 17),109166.66666666666,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 48 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_gas_fec_2018,ui,EEV Erdgas Papierindustrie 2021 (WZ 17),21804444.444444444,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 48 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_biomass_fec_2018,ui,EEV Biomasse Papierindustrie 2021 (WZ 17),7048055.555555555,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 48 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_orenew_fec_2018,ui,EEV Sonstige EE Papierindustrie 2021 (WZ 17),1111.111111111111,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 48 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_ofossil_fec_2018,ui,EEV Sonstige fossile Energieträger Papierindustrie 2021 (WZ 17),1690277.7777777778,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 48 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_elec_fec_2018,ui,EEV Strom Papierindustrie 2021 (WZ 17),18452222.22222222,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 48 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_paper_heatnet_fec_2018,ui,EEV Fernwärme Papierindustrie 2021 (WZ 17),7421944.444444444,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 48 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_coal_fec_2018,ui,"EEV Kohle Ernährungsindustrie 2021 (WZ  10, 11, 12)",1883333.3333333333,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 47 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_diesel_fec_2018,ui,"EEV Diesel Ernährungsindustrie 2021 (WZ  10, 11, 12)",555.5555555555555,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 47 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_fueloil_fec_2018,ui,"EEV Heizöl Ernährungsindustrie 2021 (WZ  10, 11, 12)",1470000,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 47 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_lpg_fec_2018,ui,"EEV LPG Ernährungsindustrie 2021 (WZ  10, 11, 12)",94722.22222222222,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 47 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_opetpro_fec_2018,ui,"EEV Sonstige Mineralölprodukte Ernährungsindustrie 2021 (WZ  10, 11, 12)",50277.777777777774,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 47 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_gas_fec_2018,ui,"EEV Erdgas Ernährungsindustrie 2021 (WZ  10, 11, 12)",34117222.222222224,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 47 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_biomass_fec_2018,ui,"EEV Biomasse Ernährungsindustrie 2021 (WZ  10, 11, 12)",710833.3333333334,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 47 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_orenew_fec_2018,ui,"EEV Sonstige EE Ernährungsindustrie 2021 (WZ  10, 11, 12)",6388.888888888889,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 47 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_ofossil_fec_2018,ui,"EEV Sonstige fosssile Energieträger Ernährungsindustrie 2021 (WZ  10, 11, 12)",277.77777777777777,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 47 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_elec_fec_2018,ui,"EEV Strom Ernährungsindustrie 2021 (WZ  10, 11, 12)",18451111.111111112,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 47 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_food_heatnet_fec_2018,ui,"EEV Fernwärme Ernährungsindustrie 2021 (WZ  10, 11, 12)",3438055.5555555555,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 47 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_coal_fec_2018,ui,"EEV Kohle Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",2550277.7777777775,MWh/a,Steinkohlen + Braunkohlen,AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte C-J,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_diesel_fec_2018,ui,"EEV Diesel Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",148888.88888888888,MWh/a,Diesel,AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte O,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_fueloil_fec_2018,ui,"EEV Heizöl Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",3779444.4444444445,MWh/a,Leichtes Heizöl,AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte P,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_lpg_fec_2018,ui,"EEV LPG Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",505555.55555555556,MWh/a,Flüssiggas,AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte S,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_opetpro_fec_2018,ui,"EEV Sonstige Mineralölprodukte Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",168888.88888888888,MWh/a,"Mineralöle: Heizöl schwer, Petrolkoks, Raffineriegas, andere Mineralölprodukte","AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte Q,R,T,U",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_gas_fec_2018,ui,"EEV Erdgas Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",49179166.666666664,MWh/a,"Gase: Kokerei- und Stadtgas, Gichtgas und Konvertergas, Erdgas, Grubengas",AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte V-Y,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_biomass_fec_2018,ui,"EEV Biomasse Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",17328611.111111112,MWh/a,Biomasse,AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte AA,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_orenew_fec_2018,ui,"EEV Sonstige EE Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",128055.55555555555,MWh/a,"Sonstige erneuerbare Energieträger (Geothermie, Solarthermie, Umweltwärme)",AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte AB,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_ofossil_fec_2018,ui,"EEV Sonstige fosssile Energieträger Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",146666.66666666666,MWh/a,"Sonstige fossile Energieträger (Nichterneuerbare Abfälle, Abwärme)",AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte AC,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_elec_fec_2018,ui,"EEV Strom Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",74622777.77777778,MWh/a,Strom,AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte AD,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_S_other_further_heatnet_fec_2018,ui,"EEV Fernwärme Weitere Branchen 2021 (WZ 8, 22, 24.2, 24.3, 25, 28 ohne 28.23, 29, 30, alle anderen WZ ohne 5.1, 5.2, 6, 9, 19.1 ,19.2)",9036944.444444444,MWh/a,Fernwärme,AG EB 2023 Bilanz 2021 Zeile 46+51+56+57+58+59 Spalte AF,https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_T_D_constr_roadrail_revenue_pct_of_wage_2018,ud,"Anteil Personalkosten am Umsatz Betriebe ""Bau von StraÃŸen und Bahnverkehrstrecken"" (WZ 42.1) 2018",0.257,%,"Der ""Bau von StraÃŸen und Bahnverkehrstrecken"" (WZ 42.1) wird als Wirtschaftszweig betrachtet, der fÃ¼r alle InfrastrukturmaÃŸnahmen im Verkehrssektor geeignet ist.",destatis 2018 Kostenstruktur der Rechtlichen Einheiten im Baugewerbe S. 7,
Fact_T_D_constr_roadrail_wage_2018,ui,"Personalkosten  ""Bau von StraÃŸen und Bahnverkehrstrecken"" (WZ 42.1) 2018",5048570000,â‚¬,Personalkosten insgesamt von WZ 42.1 in Spalte 6,destatis 2018 Kostenstruktur der Rechtlichen Einheiten im Baugewerbe S. 75,
Fact_T_D_constr_roadrail_emplo_2018,ui,"BeschÃ¤ftigte ""Bau von StraÃŸen und Bahnverkehrstrecken"" (WZ 42.1) 2018",97178,BeschÃ¤ftigte,Arbeitnehmer zusammen von WZ 42.1 in Spalte 6,destatis 2018 Kostenstruktur der Rechtlichen Einheiten im Baugewerbe S. 69,
Fact_T_D_mlg_Car_it_ot_2018_ifeu,ui,PKW-Fahrleistung Innerorts- und AuÃŸerortsstraÃŸen bundesweit (ifeu),456061500000,Fahrz-km,"zum Abgleich BundesTest, Summe aus gemeindefeinen Fahrleistungsdaten vom ifeu-Institut",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_D_mlg_Car_ab_2018_ifeu,ui,PKW-Fahrleistung Autobahn bundesweit (ifeu),200879200000,Fahrz-km,"zum Abgleich BundesTest, Summe aus gemeindefeinen Fahrleistungsdaten vom ifeu-Institut",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_D_trnsprt_ppl_Car_2018,ui,MIV-BefÃ¶rderungsleistung bundesweit,947400000000,Pkm,"original 947,4 Mrd. Pkm","UBA 2020, S.41",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_Car_stock_2018,ui,Bestand MIV (=PKW) 2018,46800000,Fz,"PKW Bestand in 2018 von 46,8 Mio. ",Uba 2020 S. 43 Tab 10,https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_D_mlg_LDT_it_ot_2018_ifeu,ui,LNF-Fahrleistung Innerorts- und AuÃŸerortsstraÃŸen bundesweit (ifeu),36749000000,Fahrz-km,"zum Abgleich BundesTest, Summe aus gemeindefeinen Fahrleistungsdaten vom ifeu-Institut",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_D_mlg_LDT_ab_2018_ifeu,ui,LNF-Fahrleistung Autobahn bundesweit (ifeu),14549300000,Fahrz-km,"zum Abgleich BundesTest, Summe aus gemeindefeinen Fahrleistungsdaten vom ifeu-Institut",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_LDT_stock_2018,ui,Bestand LNF 2018,2558000,Fz,,Uba 2020 S. 44 Tab 11,https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_D_mlg_MHD_it_ot_2018_ifeu,ui,SNF-Fahrleistung Innerorts- und AuÃŸerortsstraÃŸen bundesweit (ifeu),30773600000,Fahrz-km,"zum Abgleich BundesTest, Summe aus gemeindefeinen Fahrleistungsdaten vom ifeu-Institut",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_D_mlg_MHD_ab_2018_ifeu,ui,SNF-Fahrleistung Autobahn bundesweit (ifeu),35937900000,Fahrz-km,"zum Abgleich BundesTest, Summe aus gemeindefeinen Fahrleistungsdaten vom ifeu-Institut",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_D_trnsprt_gds_MHD_2018,ui,Bundesweite Transportleistung SNF,499200000000,t-km,"zum Abgleich BundesTest, nur deutscher SNF-Verkehr",Verkehr in Zahlen GÃ¼terverkehr S.245,https://www.bmvi.de/SharedDocs/DE/Publikationen/G/verkehr-in-zahlen-2020-pdf.pdf?__blob=publicationFile
Fact_T_S_MHD_stock_2018,ui,Bestand SNF 2018,747000,Fz,,Uba 2020 S. 44 Tab 12,https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
